,,
0.0000000,0.14279708,0.14756787
1.2500000E-8,2.2133346E-2,0.28704165
2.5000000E-8,-0.25282433,0.33458782
3.7500000E-8,-0.58921533,0.23160931
5.0000000E-8,-0.83120790,1.4683122E-2
6.2500000E-8,-0.88834764,-0.21964828
7.5000000E-8,-0.76038938,-0.40224354
8.7500000E-8,-0.47107156,-0.49575800
1.0000000E-7,-8.4553909E-2,-0.49281630
1.1250000E-7,0.31332007,-0.41333155
1.2500000E-7,0.63990539,-0.29379725
1.3750000E-7,0.83909817,-0.17300228
1.5000000E-7,0.89592266,-7.9397882E-2
1.6250000E-7,0.83792579,-2.4270655E-2
1.7500000E-7,0.72315259,-2.4196946E-3
1.8750000E-7,0.61876736,8.6357336E-4
2.0000000E-7,0.57737021,3.5571548E-17
2.1250000E-7,0.61876736,8.6357336E-4
2.2500000E-7,0.72315259,-2.4196946E-3
2.3750000E-7,0.83792579,-2.4270655E-2
2.5000000E-7,0.89592266,-7.9397882E-2
2.6250000E-7,0.83909817,-0.17300228
2.7500000E-7,0.63990539,-0.29379725
2.8750000E-7,0.31332007,-0.41333155
3.0000000E-7,-8.4553909E-2,-0.49281630
3.1250000E-7,-0.47107156,-0.49575800
3.2500000E-7,-0.76038938,-0.40224354
3.3750000E-7,-0.88834764,-0.21964828
3.5000000E-7,-0.83120790,1.4683122E-2
3.6250000E-7,-0.61252830,0.24077319
3.7500000E-7,-0.29620213,0.39199401
3.8750000E-7,3.2015060E-2,0.41519504
4.0000000E-7,0.28868510,0.28868510
4.1250000E-7,0.41519504,3.2015060E-2
4.2500000E-7,0.39199401,-0.29620213
4.3750000E-7,0.24077319,-0.61252830
4.5000000E-7,1.4683122E-2,-0.83120790
4.6250000E-7,-0.21964828,-0.88834764
4.7500000E-7,-0.40224354,-0.76038938
4.8750000E-7,-0.49575800,-0.47107156
5.0000000E-7,-0.49281630,-8.4553909E-2
5.1250000E-7,-0.41333155,0.31332007
5.2500000E-7,-0.29379725,0.63990539
5.3750000E-7,-0.17300228,0.83909817
5.5000000E-7,-7.9397882E-2,0.89592266
